,0
66427,3.27
66428,-3.38
66429,-1.27
66430,2.86
66431,0.09
66432,5.84
66433,5.72
66434,2.72
66435,3.39
66436,2.54
66437,0.99
66438,-5.51
66439,4.53
66440,2.09
66441,0.65
66442,7.86
66443,1.08
66444,2.41
66445,1.79
66446,3.09
66447,-2.74
66448,3.72
66449,6.29
66450,5.32
66451,-0.59
66452,-0.93
66453,-0.35
66454,2.86
66455,0.5
66456,0.3
66457,3.79
66458,0.44
66459,1.88
66460,0.73
66461,2.88
66462,-2.8
66463,4.96
66464,1.75
66465,3.53
66466,3.81
66467,5.24
66468,1.84
66469,4.48
66470,1.52
66471,1.61
66472,-0.41
66473,3.61
66474,0.7
66475,0.72
66476,0.29
66477,3.97
66478,-2.13
66479,2.49
66480,2.17
66481,0.04
66482,5.75
66483,3.83
66484,1.79
66485,4.91
66486,0.71
66487,5.45
66488,2.02
66489,3.89
66490,3.16
66491,1.37
66492,3.97
66493,5.37
66494,3.59
66495,-1.13
66496,2.42
66497,4.11
66498,0.36
66499,0.91
66500,3.32
66501,3.82
66502,0.91
66503,2.97
66504,1.4
66505,-1.55
66506,0.0
66507,-1.81
66508,5.66
66509,1.68
66510,3.7
66511,-2.54
66512,10.76
66513,0.43
66514,-0.22
66515,4.1
66516,0.23
66517,2.94
66518,0.26
66519,-1.07
66520,4.63
66521,-3.71
66522,1.22
66523,0.74
66524,5.14
66525,-2.72
66526,5.51
66527,3.33
66528,-2.52
66529,1.95
66530,3.07
66531,2.71
66532,1.09
66533,-6.1
66534,4.95
66535,4.55
66536,2.13
66537,1.72
66538,2.79
66539,3.06
66540,8.02
66541,2.54
66542,-1.9
66543,4.5
66544,-1.46
66545,-4.71
66546,-4.13
66547,2.58
66548,4.7
66549,4.03
66550,0.26
66551,-1.66
66552,-1.21
66553,5.46
66554,5.36
66555,2.7
66556,-4.61
66557,5.36
66558,-2.13
66559,3.32
66560,1.84
66561,3.34
66562,4.69
66563,0.5
66564,8.34
66565,0.15
66566,-2.15
66567,4.87
66568,-1.96
66569,1.51
66570,1.1
66571,5.58
66572,3.78
66573,3.99
66574,3.36
66575,-1.45
66576,-2.56
66577,3.22
66578,-0.93
66579,3.29
66580,2.05
66581,2.31
66582,4.54
66583,3.54
66584,0.28
66585,3.95
66586,4.58
66587,2.25
66588,2.92
66589,2.43
66590,1.9
66591,4.41
66592,5.04
66593,3.66
66594,5.16
66595,-0.1
66596,5.22
66597,2.05
66598,1.42
66599,3.97
66600,-0.85
66601,1.21
66602,1.51
66603,-0.5
66604,5.21
66605,0.44
66606,2.94
66607,-0.22
66608,0.33
66609,3.29
66610,2.74
66611,3.67
66612,1.42
66613,4.09
66614,3.11
66615,-0.33
66616,2.92
66617,4.06
66618,1.33
66619,1.73
66620,2.23
66621,1.81
66622,3.2
66623,2.33
66624,-2.84
66625,2.99
66626,4.4
66627,5.55
66628,-3.44
66629,0.51
66630,4.21
66631,6.8
66632,-4.24
66633,1.5
66634,3.94
66635,1.59
66636,-6.34
66637,-6.16
66638,5.18
66639,-1.31
66640,2.72
66641,3.23
66642,4.1
66643,1.95
66644,5.06
66645,-0.69
66646,-0.73
66647,5.32
66648,4.11
66649,0.7
66650,4.79
66651,3.36
66652,1.85
66653,3.47
66654,8.1
66655,0.73
66656,1.42
66657,0.93
66658,-3.46
66659,2.36
66660,2.23
66661,2.78
66662,2.2
66663,8.08
66664,4.84
66665,2.12
66666,0.57
66667,3.84
66668,3.1
66669,1.84
66670,4.68
66671,0.01
66672,3.21
66673,-0.31
66674,-2.34
66675,-0.56
66676,2.21
66677,2.32
66678,4.62
66679,3.28
66680,3.83
66681,4.17
66682,5.05
66683,6.15
66684,5.57
66685,2.64
66686,3.16
66687,3.34
66688,5.09
66689,4.31
66690,1.62
66691,0.56
66692,2.06
66693,1.6
66694,1.09
66695,1.1
66696,2.6
66697,-0.06
66698,-1.93
66699,4.91
66700,-3.17
66701,-0.5
66702,1.68
66703,0.65
66704,3.62
66705,4.73
66706,-0.24
66707,3.62
66708,-0.23
66709,4.03
66710,-0.26
66711,0.85
66712,3.61
66713,4.78
66714,2.14
66715,-0.8
66716,5.82
66717,4.61
66718,3.89
66719,5.98
66720,0.44
66721,2.84
66722,5.21
66723,-3.0
66724,4.81
66725,1.57
66726,4.03
66727,4.54
66728,0.8
66729,1.33
66730,0.84
66731,1.37
66732,1.22
66733,1.7
66734,0.63
66735,3.79
66736,2.39
66737,5.88
66738,5.4
66739,3.84
66740,1.61
66741,-6.71
66742,1.16
66743,-0.17
66744,2.54
66745,-4.9
66746,1.18
66747,3.42
66748,-0.6
66749,1.73
66750,4.86
66751,-0.59
66752,4.91
66753,1.53
66754,0.9
66755,-1.85
66756,4.87
66757,0.5
66758,4.13
66759,1.89
66760,-4.63
66761,1.14
66762,1.83
66763,1.34
66764,3.35
66765,3.36
66766,3.2
66767,-0.5
66768,3.08
66769,5.48
66770,4.81
66771,1.14
66772,-0.28
66773,1.99
66774,-3.25
66775,1.75
66776,2.84
66777,4.01
66778,0.57
66779,2.98
66780,3.97
66781,-0.65
66782,0.04
66783,1.5
66784,3.28
66785,3.3
66786,4.28
66787,-6.35
66788,3.42
66789,4.01
66790,3.3
66791,2.42
66792,1.47
66793,3.89
66794,-5.61
66795,2.14
66796,5.91
66797,3.81
66798,-3.47
66799,3.89
66800,3.77
66801,-0.44
66802,6.04
66803,0.7
66804,1.37
66805,-0.62
66806,-1.78
66807,0.95
66808,3.04
66809,2.72
66810,3.62
66811,3.56
66812,-0.39
66813,2.84
66814,2.3
66815,-0.81
66816,4.39
66817,4.58
66818,-0.98
66819,3.14
66820,0.79
66821,3.04
66822,4.76
66823,2.88
66824,3.97
66825,1.0
66826,-1.88
66827,-0.69
66828,3.22
66829,2.36
66830,-0.83
66831,-3.81
66832,2.91
66833,2.64
66834,0.92
66835,-2.14
66836,5.11
66837,2.11
66838,5.4
66839,5.1
66840,5.84
66841,3.08
66842,-3.24
66843,3.3
66844,3.44
66845,-1.78
66846,-2.6
66847,-2.36
66848,-5.35
66849,-3.78
66850,2.15
66851,0.92
66852,1.03
66853,1.14
66854,4.93
66855,-2.23
66856,-1.78
66857,-0.42
66858,-0.18
66859,2.78
66860,1.26
66861,3.09
66862,2.05
66863,2.61
66864,4.84
66865,2.96
66866,-3.52
66867,0.63
66868,4.27
66869,2.62
66870,-0.52
66871,-4.66
66872,0.59
66873,3.96
66874,3.08
66875,-0.96
66876,3.86
66877,-0.08
66878,2.83
66879,0.85
66880,4.66
66881,1.66
66882,2.88
66883,0.26
66884,2.46
66885,4.31
66886,-0.58
66887,2.4
66888,3.48
66889,2.7
66890,2.9
66891,4.41
66892,-0.49
66893,-6.68
66894,4.28
66895,1.02
66896,-1.56
66897,-0.71
66898,-0.22
66899,2.83
66900,2.18
66901,1.67
66902,2.92
66903,5.14
66904,-2.01
66905,1.29
66906,5.54
66907,4.31
66908,1.7
66909,4.08
66910,2.92
66911,2.35
66912,1.41
66913,4.17
66914,0.43
66915,1.91
66916,2.32
66917,6.1
66918,3.28
66919,3.4
66920,3.09
66921,-2.08
66922,-0.39
66923,2.14
66924,-0.94
66925,4.47
66926,0.53
66927,-0.36
66928,-2.19
66929,-1.24
66930,3.78
66931,4.07
66932,3.61
66933,3.2
66934,1.78
66935,3.44
66936,3.93
66937,0.97
66938,2.29
66939,5.24
66940,1.48
66941,3.97
66942,0.05
66943,4.11
66944,2.94
66945,1.98
66946,-3.87
66947,0.48
66948,2.11
66949,1.68
66950,-0.75
66951,-0.05
66952,-1.92
66953,4.32
66954,2.85
66955,2.17
66956,1.94
66957,-5.41
66958,-4.08
66959,2.53
66960,4.03
66961,3.84
66962,-2.34
66963,1.31
66964,4.8
66965,3.1
66966,0.91
66967,1.94
66968,-0.11
66969,2.94
66970,3.07
66971,0.68
66972,-5.06
66973,3.35
66974,2.63
66975,2.61
66976,2.32
66977,5.83
66978,-3.9
66979,3.2
66980,1.49
66981,-0.94
66982,3.03
66983,3.7
66984,0.93
66985,6.02
66986,4.84
66987,0.64
66988,4.93
66989,4.13
66990,3.4
66991,5.21
66992,-1.26
66993,6.29
66994,3.25
66995,3.52
66996,4.16
66997,0.72
66998,0.85
66999,-4.0
67000,4.46
67001,2.6
67002,5.16
67003,4.08
67004,-2.7
67005,2.04
67006,3.89
67007,2.39
67008,-2.4
67009,0.67
67010,3.72
67011,3.07
67012,3.98
67013,2.56
67014,1.33
67015,1.63
67016,3.62
67017,-0.92
67018,1.08
67019,-6.18
67020,-5.26
67021,-0.64
67022,4.46
67023,4.91
67024,3.02
67025,-2.62
67026,0.38
67027,0.74
67028,2.35
67029,4.36
67030,1.07
67031,-4.61
67032,-1.61
67033,4.09
67034,-3.85
67035,3.73
67036,4.36
67037,3.38
67038,3.34
67039,-1.8
67040,4.29
67041,4.17
67042,4.17
67043,-0.28
67044,0.51
67045,7.95
67046,4.65
67047,0.36
67048,5.24
67049,4.6
67050,2.3
67051,4.02
67052,3.77
67053,-1.46
67054,4.38
67055,4.92
67056,-2.92
67057,4.14
67058,-3.41
67059,1.52
67060,3.05
67061,1.24
67062,-0.67
67063,3.29
67064,6.15
67065,1.62
67066,4.27
67067,1.0
67068,-3.01
67069,2.21
67070,3.95
67071,-6.04
67072,0.64
67073,1.31
67074,-1.28
67075,4.3
67076,3.25
67077,1.75
67078,-2.76
67079,2.28
67080,4.51
67081,4.02
67082,4.49
67083,-3.46
67084,3.48
67085,5.78
67086,-2.3
67087,2.95
67088,-1.2
67089,4.64
67090,-0.31
67091,3.66
67092,-0.61
67093,2.09
67094,1.05
67095,2.69
67096,5.42
67097,-1.72
67098,4.29
67099,7.0
67100,2.65
67101,2.39
67102,2.57
67103,5.45
67104,5.79
67105,2.21
67106,-5.05
67107,5.7
67108,0.32
67109,3.74
67110,6.35
67111,-4.22
67112,3.51
67113,2.51
67114,6.84
67115,0.19
67116,1.34
67117,3.17
67118,-1.82
67119,-1.74
67120,0.23
67121,-2.34
67122,1.55
67123,-0.23
67124,1.5
67125,2.45
67126,2.54
67127,-3.16
67128,1.74
67129,1.11
67130,-0.05
67131,0.91
67132,6.1
67133,1.52
67134,3.0
67135,2.19
67136,-2.75
67137,0.04
67138,5.27
67139,2.54
67140,-3.42
67141,-0.53
67142,1.64
67143,3.62
67144,1.39
67145,-0.25
67146,-2.25
67147,4.68
67148,3.93
67149,0.68
67150,-0.4
67151,5.09
67152,4.94
67153,-0.58
67154,1.07
67155,2.54
67156,-0.26
67157,-1.64
67158,2.81
67159,3.12
67160,2.48
67161,3.81
67162,4.56
67163,-0.78
67164,2.72
67165,3.49
67166,1.97
67167,0.16
67168,3.06
67169,1.21
67170,3.17
67171,-0.06
67172,3.16
67173,-0.28
67174,0.43
67175,2.13
67176,-2.26
67177,0.72
67178,3.55
67179,1.02
67180,0.05
67181,2.96
67182,1.58
67183,2.94
67184,-4.8
67185,3.31
67186,4.62
67187,2.67
67188,-0.89
67189,5.48
67190,1.72
67191,-3.13
67192,4.26
67193,5.98
67194,1.42
67195,-0.73
67196,1.2
67197,4.65
67198,5.76
67199,1.16
67200,-2.07
67201,3.28
67202,-2.45
67203,2.12
67204,4.55
67205,-4.99
67206,0.08
67207,1.92
67208,4.73
67209,0.35
67210,6.14
67211,4.65
67212,3.45
67213,2.52
67214,1.98
67215,-1.77
67216,2.96
67217,5.15
67218,1.46
67219,2.96
67220,2.04
67221,-3.64
67222,4.41
67223,2.62
67224,2.56
67225,4.02
67226,4.63
67227,5.36
67228,2.98
67229,-1.66
67230,0.06
67231,1.56
67232,0.93
67233,3.77
67234,6.81
67235,-0.47
67236,-1.23
67237,-5.76
67238,-0.59
67239,0.31
67240,3.31
67241,2.82
67242,1.26
67243,-1.75
67244,3.39
67245,-0.47
67246,5.48
67247,0.93
67248,1.32
67249,5.66
67250,-2.28
67251,2.02
67252,-3.9
67253,3.96
67254,3.48
67255,6.28
67256,4.21
67257,2.52
67258,6.1
67259,-4.45
67260,3.27
67261,1.7
67262,3.51
67263,2.46
67264,-3.53
67265,-4.52
67266,0.23
67267,5.34
67268,2.67
67269,3.89
67270,1.33
67271,-4.82
67272,4.38
67273,5.52
67274,6.06
67275,2.66
67276,5.27
67277,-2.55
67278,-0.7
67279,-2.06
67280,-3.6
67281,1.65
67282,5.29
67283,2.94
67284,2.56
67285,4.93
67286,5.03
67287,3.03
67288,-1.74
67289,1.18
67290,6.01
67291,5.19
67292,2.15
67293,4.62
67294,-3.45
67295,0.28
67296,2.93
67297,1.3
67298,2.6
67299,0.11
67300,4.46
67301,2.64
67302,0.31
67303,4.59
67304,3.3
67305,1.68
67306,-5.78
67307,2.0
67308,-1.15
67309,-1.08
67310,5.46
67311,7.65
67312,3.65
67313,2.25
67314,2.08
67315,0.61
67316,4.41
67317,7.14
67318,4.86
67319,1.21
67320,3.78
67321,-1.73
67322,4.0
67323,4.5
67324,0.79
67325,4.87
67326,2.06
67327,-0.53
67328,4.37
67329,3.95
67330,3.55
67331,3.86
67332,5.87
67333,5.38
67334,2.15
67335,3.37
67336,7.49
67337,-0.84
67338,-0.04
67339,2.23
67340,3.74
67341,-2.36
67342,3.7
67343,3.36
67344,3.43
67345,2.9
67346,5.75
67347,3.26
67348,1.74
67349,6.17
67350,-0.49
67351,-4.07
67352,2.6
67353,3.83
67354,-5.44
67355,0.88
67356,3.25
67357,-0.55
67358,4.48
67359,2.72
67360,5.16
67361,-0.45
67362,11.43
67363,3.33
67364,3.94
67365,1.55
67366,6.78
67367,2.92
67368,1.3
67369,2.83
67370,5.58
67371,3.49
67372,5.05
67373,2.84
67374,2.28
67375,4.25
67376,1.86
67377,-0.48
67378,3.72
67379,1.29
67380,-0.39
67381,1.22
67382,-7.96
67383,-4.03
67384,0.01
67385,5.61
67386,5.77
67387,4.6
67388,4.59
67389,0.05
67390,5.13
67391,2.12
67392,1.28
67393,4.46
67394,-2.41
67395,0.51
67396,2.98
67397,4.8
67398,3.28
67399,-1.51
67400,4.53
67401,1.98
67402,-0.91
67403,4.17
67404,3.93
67405,1.7
67406,0.83
67407,4.69
67408,3.86
67409,3.54
67410,-0.09
67411,5.37
67412,4.12
67413,1.45
67414,2.33
67415,2.42
67416,1.5
67417,0.33
67418,0.49
67419,-0.4
67420,5.21
67421,-1.45
67422,2.22
67423,1.1
67424,2.6
67425,4.78
67426,0.84
67427,4.87
67428,-0.28
67429,-0.59
67430,-3.59
67431,4.76
67432,-1.02
67433,3.75
67434,-5.28
67435,2.15
67436,1.52
67437,5.55
67438,3.44
67439,1.31
67440,4.53
67441,4.51
67442,0.82
67443,4.06
67444,3.96
67445,1.84
67446,3.21
67447,1.31
67448,5.6
67449,-1.11
67450,2.87
67451,1.65
67452,-3.26
67453,-4.84
67454,3.72
67455,4.09
67456,5.63
67457,3.87
67458,-3.26
67459,5.38
67460,-1.62
67461,0.19
67462,2.03
67463,-0.26
67464,3.14
67465,1.58
67466,3.94
67467,5.44
67468,3.23
67469,-0.2
67470,3.77
67471,4.57
67472,-1.35
67473,2.41
67474,-0.21
67475,1.32
67476,1.38
67477,3.56
67478,-4.59
67479,3.01
67480,0.08
67481,4.07
67482,0.63
67483,-3.01
67484,-3.42
67485,0.71
67486,4.83
67487,0.26
67488,-3.36
67489,1.99
67490,3.8
67491,-3.07
67492,1.81
67493,2.23
67494,3.42
67495,3.29
67496,-3.08
67497,5.52
67498,4.3
67499,-1.39
67500,4.45
67501,3.88
67502,1.11
67503,-0.46
67504,-1.72
67505,1.96
67506,-3.96
67507,4.43
67508,-1.22
67509,3.88
67510,2.02
67511,2.88
67512,5.59
67513,-0.46
67514,3.49
67515,-0.14
67516,1.96
67517,2.76
67518,1.11
67519,2.12
67520,4.56
67521,0.04
67522,-2.39
67523,0.12
67524,4.44
67525,5.72
67526,-3.57
67527,2.7
67528,-5.53
67529,3.21
67530,3.34
67531,4.04
67532,-3.89
67533,-0.3
67534,-1.01
67535,0.24
67536,-2.31
67537,3.62
67538,2.42
67539,2.86
67540,6.37
67541,2.77
67542,-3.95
67543,2.52
67544,-2.73
67545,1.27
67546,-0.16
67547,2.48
67548,0.61
67549,2.09
67550,0.85
67551,1.94
67552,5.01
67553,2.59
67554,1.34
67555,3.49
67556,2.37
67557,4.48
67558,-0.47
67559,7.7
67560,3.81
67561,-3.29
67562,2.15
67563,1.46
67564,-4.88
67565,-4.75
67566,-3.82
67567,4.03
67568,-1.38
67569,2.91
67570,0.57
67571,1.07
67572,4.72
67573,3.0
67574,-5.22
67575,4.26
67576,2.01
67577,3.01
67578,-0.86
67579,-0.46
67580,3.47
67581,0.71
67582,0.36
67583,6.57
67584,0.49
67585,5.64
67586,3.13
67587,-1.25
67588,-0.65
67589,-0.27
67590,0.35
67591,3.1
67592,1.85
67593,5.49
67594,5.44
67595,2.13
67596,-0.09
67597,2.2
67598,-3.12
67599,-3.45
67600,-5.77
67601,1.64
67602,5.41
67603,4.67
67604,-0.37
67605,-1.33
67606,3.99
67607,4.63
67608,4.83
67609,3.76
67610,3.14
67611,4.26
67612,-1.1
67613,1.03
67614,-1.54
67615,-1.11
67616,2.86
67617,-1.5
67618,1.01
67619,1.23
67620,2.68
67621,2.68
67622,4.06
67623,4.64
67624,4.38
67625,-1.45
67626,4.18
67627,-2.26
67628,2.59
67629,2.17
67630,1.1
67631,1.31
67632,3.93
67633,4.82
67634,1.8
67635,2.83
67636,2.2
67637,1.93
67638,5.72
67639,2.21
67640,4.57
67641,-5.41
67642,4.45
67643,-2.46
67644,-0.93
67645,1.42
67646,1.81
67647,5.17
67648,3.03
67649,2.25
67650,5.97
67651,4.32
67652,-0.35
67653,3.16
67654,2.82
67655,5.38
67656,-0.88
67657,3.24
67658,2.46
67659,3.7
67660,1.78
67661,2.6
67662,5.08
67663,2.22
67664,-1.44
67665,0.52
67666,5.08
67667,-1.12
67668,-0.17
67669,2.44
67670,-4.94
67671,3.79
67672,2.47
67673,-2.39
67674,5.99
67675,5.26
67676,3.61
67677,3.8
67678,6.19
67679,0.72
67680,2.66
67681,2.64
67682,2.87
67683,-4.9
67684,3.27
67685,2.46
67686,-1.09
67687,3.84
67688,4.41
67689,4.97
67690,1.12
67691,0.81
67692,1.73
67693,2.68
67694,4.05
67695,1.95
67696,1.23
67697,2.61
67698,0.56
67699,3.16
67700,3.48
67701,3.4
67702,-4.2
67703,8.29
67704,0.36
67705,4.01
67706,4.88
67707,-2.96
67708,-4.51
67709,0.54
67710,3.29
67711,1.17
67712,-0.82
67713,2.3
67714,1.69
67715,5.56
67716,5.06
67717,2.46
67718,0.86
67719,3.54
67720,3.36
67721,-0.58
67722,3.89
67723,3.86
67724,3.46
67725,2.49
67726,4.19
67727,5.2
67728,5.56
67729,3.79
67730,2.59
67731,4.34
67732,2.2
67733,3.04
67734,-1.86
67735,3.72
67736,5.03
67737,2.07
67738,2.66
67739,-0.5
67740,-0.79
67741,1.98
67742,4.67
67743,2.03
67744,2.14
67745,2.19
67746,2.99
67747,-0.71
67748,2.92
67749,-2.52
67750,5.95
67751,5.38
67752,-2.45
67753,1.66
67754,3.01
67755,3.4
67756,4.8
67757,-6.85
67758,4.2
67759,2.7
67760,3.76
67761,3.87
67762,2.88
67763,3.08
67764,0.37
67765,-2.88
67766,-0.78
67767,-2.35
67768,-0.43
67769,1.91
67770,-5.71
67771,-0.47
67772,5.09
67773,3.14
67774,7.02
67775,-1.86
67776,5.08
67777,2.6
67778,4.39
67779,2.52
67780,3.06
67781,4.37
67782,2.57
67783,-2.87
67784,7.53
67785,0.07
67786,0.82
67787,5.17
67788,3.32
67789,2.8
67790,4.55
67791,3.67
67792,0.08
67793,4.69
67794,3.91
67795,0.82
67796,0.18
67797,4.95
67798,3.48
67799,-7.09
67800,3.97
67801,5.36
67802,0.97
67803,4.9
67804,-1.44
67805,2.71
67806,-2.31
67807,1.19
67808,2.38
67809,5.2
67810,1.66
67811,3.11
67812,2.93
67813,-5.69
67814,3.78
67815,5.56
67816,-4.62
67817,1.91
67818,3.4
67819,3.19
67820,2.57
67821,3.46
67822,3.29
67823,0.86
67824,4.07
67825,3.14
67826,4.21
67827,1.62
67828,1.49
67829,0.09
67830,-0.47
67831,3.77
67832,2.4
67833,1.93
67834,-0.9
67835,0.84
67836,2.44
67837,0.47
67838,-0.05
67839,4.81
67840,-1.64
67841,2.38
67842,4.26
67843,1.87
67844,4.76
67845,-3.24
67846,4.63
67847,-0.6
67848,4.71
67849,4.0
67850,0.18
67851,-0.62
67852,4.61
67853,-4.67
67854,3.01
67855,4.89
67856,4.04
67857,-2.88
67858,2.1
67859,2.08
67860,1.86
67861,-2.86
67862,-2.84
67863,3.03
67864,3.26
67865,3.04
67866,-2.9
67867,5.19
67868,2.12
67869,3.26
67870,4.2
67871,0.24
67872,4.04
67873,4.06
67874,3.61
67875,-0.85
67876,2.67
67877,3.16
67878,4.68
67879,1.26
67880,-1.62
67881,4.58
67882,-4.26
67883,-0.7
67884,2.14
67885,3.22
67886,6.1
67887,-3.47
67888,3.02
67889,0.27
67890,5.45
67891,3.96
67892,0.83
67893,4.99
67894,0.03
67895,3.54
67896,3.8
67897,3.53
67898,3.16
67899,4.37
67900,4.83
67901,2.9
67902,2.39
67903,2.67
67904,1.95
67905,0.89
67906,2.58
67907,1.05
67908,4.12
67909,3.59
67910,4.24
67911,-3.87
67912,5.73
67913,0.36
67914,4.5
67915,3.44
67916,2.79
67917,1.91
67918,-0.28
67919,3.71
67920,0.37
67921,-0.21
67922,3.86
67923,8.56
67924,0.74
67925,-0.72
67926,-4.31
67927,1.75
67928,4.49
67929,1.85
67930,2.64
67931,4.01
67932,5.93
67933,-0.58
67934,3.99
67935,3.04
67936,4.45
67937,3.41
67938,1.11
67939,6.02
67940,-2.07
67941,4.8
67942,4.3
67943,3.17
67944,2.02
67945,3.47
67946,1.75
67947,1.64
67948,3.39
67949,-0.46
67950,5.14
67951,2.46
67952,2.63
67953,4.57
67954,2.75
67955,1.54
67956,-0.2
67957,3.9
67958,1.59
67959,-1.73
67960,2.28
67961,2.54
67962,-2.05
67963,2.26
67964,3.13
67965,3.36
67966,1.35
67967,2.76
67968,5.25
67969,3.05
67970,2.48
67971,3.97
67972,2.7
67973,-0.87
67974,4.91
67975,0.2
67976,2.53
67977,0.89
67978,1.81
67979,1.49
67980,3.77
67981,-1.76
67982,3.34
67983,3.73
67984,1.07
67985,-4.08
67986,4.67
67987,4.37
67988,2.26
67989,4.98
67990,2.06
67991,-4.55
67992,2.6
67993,2.29
67994,3.63
67995,3.03
67996,4.84
67997,5.08
67998,2.47
67999,2.68
68000,3.42
68001,1.35
68002,2.64
68003,0.24
68004,5.74
68005,-3.0
68006,2.43
68007,3.05
68008,0.76
68009,-0.7
68010,0.94
68011,-3.93
68012,1.55
68013,3.16
68014,2.63
68015,3.24
68016,4.13
68017,5.51
68018,1.66
68019,5.34
68020,2.37
68021,4.24
68022,2.75
68023,4.54
68024,2.96
68025,-1.3
68026,-4.48
68027,1.57
68028,5.55
68029,-0.61
68030,2.08
68031,0.91
68032,4.77
68033,1.61
68034,3.58
68035,2.43
68036,-0.79
68037,-0.38
68038,6.21
68039,0.78
68040,3.96
68041,4.43
68042,-4.9
68043,0.67
68044,3.32
68045,-0.33
68046,-3.65
68047,4.98
68048,6.72
68049,-3.99
68050,10.34
68051,1.56
68052,4.99
68053,-3.5
68054,3.06
68055,-0.81
68056,1.04
68057,1.74
68058,5.22
68059,0.51
68060,4.46
68061,-4.92
68062,0.7
68063,-5.36
68064,2.28
68065,3.82
68066,-7.07
68067,2.66
68068,1.92
68069,2.76
68070,1.66
68071,4.79
68072,-4.26
68073,3.78
68074,5.23
68075,0.06
68076,3.88
68077,2.2
68078,3.82
68079,4.09
68080,4.66
68081,-0.51
68082,2.86
68083,-2.16
68084,2.39
68085,1.83
68086,4.04
68087,-5.89
68088,4.85
68089,1.81
68090,4.59
68091,1.93
68092,2.89
68093,-1.1
68094,-2.31
68095,5.29
68096,5.0
68097,3.71
68098,0.65
68099,3.36
68100,2.59
68101,-1.4
68102,2.96
68103,2.09
68104,2.18
68105,-0.26
68106,-3.89
68107,0.12
68108,2.69
68109,3.64
68110,2.68
68111,-1.23
68112,0.05
68113,4.19
68114,-0.88
68115,1.7
68116,-1.66
68117,5.61
68118,2.17
68119,2.43
68120,4.51
68121,4.98
68122,-0.88
68123,3.79
68124,2.63
68125,0.37
68126,3.27
68127,2.14
68128,3.13
68129,5.34
68130,3.67
68131,2.6
68132,2.17
68133,0.98
68134,3.51
68135,-0.62
68136,5.37
68137,3.55
68138,0.11
68139,3.75
68140,0.42
68141,-3.32
68142,1.86
68143,0.83
68144,5.16
68145,4.61
68146,3.93
68147,-5.41
68148,2.73
68149,1.29
68150,4.47
68151,1.52
68152,0.06
68153,3.03
68154,2.08
68155,3.46
68156,-0.45
68157,4.41
68158,-0.03
68159,2.35
68160,3.8
68161,3.25
68162,0.34
68163,-0.18
68164,1.43
68165,3.65
68166,0.57
68167,1.5
68168,0.97
68169,2.02
68170,5.26
68171,-0.33
68172,2.92
68173,2.9
68174,4.63
68175,3.78
68176,2.55
68177,-0.97
68178,1.81
68179,3.11
68180,-4.72
68181,0.95
68182,1.08
68183,3.7
68184,2.05
68185,3.57
68186,1.93
68187,2.62
68188,4.09
68189,-1.98
68190,1.71
68191,4.64
68192,-0.07
68193,2.89
68194,3.74
68195,3.47
68196,5.91
68197,2.92
68198,3.71
68199,2.47
68200,7.86
68201,3.6
68202,3.98
68203,4.56
68204,5.47
68205,4.73
68206,1.48
68207,1.22
68208,2.96
68209,1.25
68210,3.45
68211,-2.72
68212,-3.19
68213,3.67
68214,2.1
68215,3.18
68216,-1.76
68217,3.05
68218,2.36
68219,-4.99
68220,2.84
68221,2.17
68222,2.37
68223,-0.75
68224,4.05
68225,1.88
68226,2.51
68227,-0.09
68228,4.16
68229,3.75
68230,0.39
68231,6.45
68232,1.91
68233,-0.04
68234,-5.13
68235,2.3
68236,3.72
68237,5.43
68238,4.33
68239,0.4
68240,4.6
68241,1.72
68242,3.79
68243,3.06
68244,4.63
68245,3.14
68246,1.39
68247,4.86
68248,-3.49
68249,1.86
68250,-2.29
68251,1.58
68252,3.37
68253,3.11
68254,1.75
68255,-1.63
68256,4.74
68257,3.21
68258,-3.19
68259,0.72
68260,2.7
68261,2.81
68262,0.48
68263,1.53
68264,3.17
68265,2.82
68266,1.61
68267,-2.92
68268,2.51
68269,2.89
68270,2.67
68271,-2.82
68272,1.32
68273,3.51
68274,1.44
68275,0.6
68276,1.17
68277,-0.61
68278,2.11
68279,4.06
68280,3.69
68281,-0.47
68282,3.9
68283,-2.58
68284,3.37
68285,3.31
68286,10.97
68287,1.98
68288,-5.3
68289,4.75
68290,4.14
68291,8.22
68292,3.45
68293,0.55
68294,2.53
68295,1.09
68296,2.43
68297,-2.59
68298,0.99
68299,1.78
68300,2.41
68301,0.57
68302,0.44
68303,3.25
68304,3.6
68305,3.25
68306,2.51
68307,-3.76
68308,4.09
68309,2.32
68310,2.47
68311,3.93
68312,2.34
68313,4.54
68314,1.23
68315,0.92
68316,6.09
68317,0.11
68318,2.36
68319,4.53
68320,2.96
68321,1.23
68322,0.1
68323,6.22
68324,3.35
68325,1.08
68326,4.23
68327,0.08
68328,3.08
68329,4.12
68330,3.69
68331,4.2
68332,1.93
68333,6.87
68334,-3.72
68335,1.75
68336,3.17
68337,-4.68
68338,1.23
68339,4.91
68340,-0.1
68341,5.42
68342,2.74
68343,-1.53
68344,2.49
68345,1.27
68346,0.17
68347,5.41
68348,5.04
68349,2.01
68350,4.11
68351,3.32
68352,0.28
68353,3.58
68354,0.14
68355,3.22
68356,-0.12
68357,4.12
68358,2.22
68359,4.06
68360,-0.66
68361,3.29
68362,1.75
68363,-6.91
68364,-1.7
68365,1.05
