,0
36726,2.66
36727,0.3
36728,0.51
36729,5.14
36730,0.87
36731,2.0
36732,3.91
36733,1.37
36734,0.03
36735,4.25
36736,3.41
36737,-0.61
36738,0.99
36739,3.49
36740,-1.55
36741,2.99
36742,4.98
36743,2.34
36744,4.31
36745,3.54
36746,4.48
36747,2.12
36748,-2.15
36749,2.64
36750,1.96
36751,3.02
36752,-0.27
36753,-5.29
36754,-3.36
36755,0.8
36756,3.06
36757,2.75
36758,-2.68
36759,3.38
36760,3.08
36761,-3.55
36762,-3.43
36763,-0.98
36764,-1.53
36765,2.13
36766,1.63
36767,2.5
36768,2.88
36769,5.25
36770,3.01
36771,3.04
36772,2.35
36773,-0.01
36774,5.0
36775,2.26
36776,2.72
36777,2.25
36778,0.2
36779,-2.24
36780,1.71
36781,4.24
36782,4.77
36783,1.82
36784,9.21
36785,4.77
36786,-2.53
36787,2.96
36788,5.11
36789,2.97
36790,1.73
36791,-0.09
36792,5.66
36793,-0.09
36794,1.87
36795,4.87
36796,-1.89
36797,3.18
36798,1.37
36799,2.25
36800,2.46
36801,-2.58
36802,0.09
36803,3.58
36804,2.57
36805,1.06
36806,2.58
36807,2.89
36808,2.77
36809,4.95
36810,3.34
36811,-0.03
36812,1.41
36813,-5.18
36814,0.15
36815,4.31
36816,3.03
36817,2.97
36818,2.21
36819,-1.15
36820,4.74
36821,5.41
36822,-3.62
36823,4.15
36824,4.25
36825,2.68
36826,3.43
36827,3.35
36828,3.05
36829,-0.19
36830,6.57
36831,4.74
36832,1.54
36833,1.74
36834,0.19
36835,1.22
36836,2.16
36837,-0.48
36838,5.61
36839,4.27
36840,1.46
36841,2.34
36842,-0.05
36843,0.72
36844,0.74
36845,-0.39
36846,4.71
36847,3.13
36848,4.38
36849,0.6
36850,0.54
36851,3.85
36852,2.57
36853,-1.83
36854,2.55
36855,3.04
36856,1.99
36857,-1.67
36858,1.73
36859,0.94
36860,3.29
36861,4.1
36862,5.16
36863,0.54
36864,-4.06
36865,3.41
36866,-0.02
36867,2.97
36868,6.06
36869,2.99
36870,1.4
36871,2.17
36872,-0.75
36873,1.32
36874,6.5
36875,2.08
36876,3.48
36877,-6.14
36878,4.09
36879,8.31
36880,4.87
36881,0.07
36882,2.49
36883,0.24
36884,4.07
36885,4.49
36886,3.63
36887,1.76
36888,4.11
36889,2.22
36890,-5.15
36891,2.89
36892,1.74
36893,3.03
36894,4.27
36895,2.57
36896,1.85
36897,0.53
36898,5.38
36899,3.53
36900,4.29
36901,-0.31
36902,4.39
36903,3.19
36904,2.67
36905,2.61
36906,1.89
36907,3.46
36908,-2.01
36909,5.5
36910,-2.19
36911,3.92
36912,3.86
36913,3.87
36914,0.72
36915,4.89
36916,3.67
36917,3.75
36918,-5.03
36919,-3.3
36920,-5.79
36921,4.78
36922,3.45
36923,2.87
36924,1.62
36925,3.36
36926,2.24
36927,0.4
36928,0.06
36929,-5.8
36930,4.33
36931,4.63
36932,-1.6
36933,3.27
36934,4.61
36935,-1.8
36936,3.83
36937,4.07
36938,-3.72
36939,5.28
36940,3.39
36941,4.48
36942,0.96
36943,1.83
36944,-0.12
36945,-2.38
36946,3.01
36947,0.23
36948,2.2
36949,0.61
36950,2.0
36951,5.61
36952,5.58
36953,4.71
36954,5.2
36955,-3.38
36956,-4.27
36957,4.92
36958,1.15
36959,2.98
36960,0.81
36961,5.41
36962,3.59
36963,11.56
36964,-1.01
36965,0.62
36966,4.34
36967,6.04
36968,2.95
36969,-0.03
36970,-0.54
36971,1.3
36972,1.61
36973,-1.66
36974,-5.26
36975,3.54
36976,3.95
36977,4.71
36978,4.33
36979,1.3
36980,-0.37
36981,-1.24
36982,4.34
36983,-2.01
36984,3.33
36985,1.87
36986,3.76
36987,0.98
36988,0.03
36989,-2.85
36990,4.23
36991,2.36
36992,4.61
36993,1.72
36994,4.09
36995,-0.3
36996,2.14
36997,5.39
36998,-1.88
36999,0.84
37000,4.23
37001,6.34
37002,3.65
37003,4.25
37004,3.75
37005,2.32
37006,0.2
37007,-2.02
37008,3.86
37009,4.79
37010,-2.15
37011,-1.73
37012,-0.78
37013,5.18
37014,3.55
37015,0.64
37016,0.14
37017,-0.42
37018,3.39
37019,3.84
37020,2.33
37021,-0.85
37022,1.45
37023,1.26
37024,3.34
37025,3.0
37026,3.52
37027,-0.54
37028,3.45
37029,5.07
37030,-2.83
37031,1.68
37032,2.09
37033,0.59
37034,2.36
37035,4.36
37036,4.18
37037,3.91
37038,3.95
37039,2.54
37040,6.1
37041,4.75
37042,3.75
37043,4.34
37044,-4.53
37045,5.28
37046,3.31
37047,2.13
37048,0.98
37049,2.26
37050,4.95
37051,4.19
37052,-2.87
37053,6.05
37054,1.19
37055,1.52
37056,4.18
37057,2.82
37058,1.98
37059,5.01
37060,-4.18
37061,3.88
37062,3.8
37063,1.05
37064,1.59
37065,4.59
37066,3.72
37067,1.77
37068,-1.81
37069,0.61
37070,1.57
37071,7.12
37072,2.36
37073,0.85
37074,5.25
37075,1.94
37076,-0.2
37077,1.71
37078,0.15
37079,1.48
37080,5.02
37081,4.01
37082,-0.17
37083,1.09
37084,3.0
37085,-0.3
37086,2.58
37087,1.86
37088,0.13
37089,5.73
37090,0.9
37091,3.6
37092,2.44
37093,2.28
37094,5.2
37095,4.8
37096,4.56
37097,2.89
37098,2.16
37099,1.95
37100,3.66
37101,2.14
37102,-1.66
37103,0.53
37104,1.42
37105,-5.91
37106,3.06
37107,-2.91
37108,0.78
37109,-2.97
37110,2.62
37111,2.16
37112,-2.33
37113,-2.42
37114,6.88
37115,1.2
37116,5.01
37117,-1.52
37118,2.19
37119,3.15
37120,2.28
37121,-3.4
37122,4.23
37123,2.18
37124,3.15
37125,1.53
37126,3.6
37127,-0.2
37128,-2.74
37129,1.4
37130,4.97
37131,1.6
37132,4.01
37133,2.69
37134,2.91
37135,2.71
37136,3.76
37137,-0.17
37138,1.51
37139,3.6
37140,1.25
37141,-0.14
37142,-5.36
37143,1.05
37144,-6.11
37145,-3.41
37146,-0.26
37147,3.52
37148,2.29
37149,5.66
37150,4.52
37151,5.0
37152,2.58
37153,2.02
37154,1.05
37155,4.9
37156,1.0
37157,4.57
37158,5.9
37159,-2.07
37160,5.44
37161,3.96
37162,3.34
37163,-1.83
37164,4.25
37165,1.72
37166,1.43
37167,0.62
37168,2.2
37169,2.38
37170,0.18
37171,3.68
37172,4.92
37173,2.0
37174,4.66
37175,0.87
37176,3.23
37177,3.22
37178,1.37
37179,0.32
37180,5.39
37181,-0.75
37182,-0.82
37183,2.61
37184,0.73
37185,1.22
37186,1.72
37187,-1.2
37188,4.0
37189,4.05
37190,3.71
37191,-0.7
37192,4.23
37193,4.28
37194,5.02
37195,1.11
37196,3.19
37197,2.67
37198,5.5
37199,3.25
37200,1.75
37201,4.57
37202,1.06
37203,2.66
37204,0.5
37205,-1.01
37206,3.15
37207,1.97
37208,3.95
37209,3.72
37210,2.49
37211,5.65
37212,4.42
37213,-2.55
37214,2.77
37215,3.98
37216,-3.9
37217,3.57
37218,4.43
37219,2.54
37220,3.5
37221,5.53
37222,-0.55
37223,-0.42
37224,-3.2
37225,1.53
37226,-1.18
37227,2.95
37228,2.26
37229,-5.41
37230,2.51
37231,4.51
37232,1.65
37233,2.1
37234,2.23
37235,4.88
37236,2.46
37237,1.85
37238,1.56
37239,6.38
37240,1.76
37241,3.4
37242,3.54
37243,1.06
37244,4.17
37245,2.85
37246,2.91
37247,4.55
37248,-2.93
37249,4.17
37250,0.06
37251,3.3
37252,0.23
37253,0.16
37254,3.35
37255,-4.4
37256,0.51
37257,-4.84
37258,2.29
37259,5.59
37260,0.63
37261,4.05
37262,-0.58
37263,1.95
37264,-4.9
37265,-1.41
37266,-2.08
37267,1.64
37268,3.5
37269,4.28
37270,3.11
37271,2.98
37272,0.76
37273,4.34
37274,3.27
37275,5.6
37276,1.19
37277,4.98
37278,-0.82
37279,4.53
37280,2.71
37281,-1.03
37282,-7.23
37283,4.98
37284,4.19
37285,-1.61
37286,2.18
37287,2.24
37288,4.53
37289,1.54
37290,2.43
37291,2.7
37292,3.53
37293,2.81
37294,1.11
37295,3.52
37296,2.89
37297,-0.92
37298,2.5
37299,3.25
37300,-5.3
37301,-5.55
37302,2.67
37303,1.44
37304,5.07
37305,-2.86
37306,-1.04
37307,4.74
37308,3.73
37309,2.7
37310,-4.53
37311,-0.11
37312,1.67
37313,6.76
37314,2.5
37315,-0.15
37316,-1.58
37317,5.11
37318,-7.22
37319,4.03
37320,2.54
37321,3.8
37322,4.11
37323,1.43
37324,4.19
37325,2.85
37326,2.96
37327,2.75
37328,4.12
37329,1.16
37330,0.66
37331,0.01
37332,2.57
37333,-4.01
37334,4.52
37335,2.64
37336,-3.44
37337,0.73
37338,-1.77
37339,2.87
37340,-0.63
37341,1.49
37342,2.93
37343,1.29
37344,1.1
37345,-0.81
37346,2.35
37347,3.61
37348,3.98
37349,0.92
37350,6.83
37351,3.19
37352,-2.36
37353,2.45
37354,2.61
37355,1.48
37356,0.23
37357,-2.84
37358,0.95
37359,2.76
37360,4.38
37361,4.9
37362,2.14
37363,2.77
37364,-0.06
37365,2.01
37366,4.21
37367,4.39
37368,-0.35
37369,2.76
37370,2.66
37371,-2.4
37372,1.76
37373,4.96
37374,1.0
37375,-2.09
37376,4.74
37377,1.91
37378,2.62
37379,-0.45
37380,5.76
37381,-1.04
37382,1.33
37383,-0.5
37384,-2.24
37385,0.06
37386,-1.59
37387,-2.75
37388,4.18
37389,3.81
37390,5.49
37391,1.07
37392,3.38
37393,3.45
37394,2.66
37395,5.67
37396,-3.14
37397,2.31
37398,5.97
37399,2.59
37400,2.88
37401,4.18
37402,2.14
37403,1.47
37404,4.01
37405,2.84
37406,2.36
37407,-2.48
37408,3.09
37409,2.59
37410,3.1
37411,3.05
37412,4.27
37413,-0.31
37414,4.31
37415,-2.1
37416,-1.27
37417,4.57
37418,-3.47
37419,-3.97
37420,9.52
37421,1.88
37422,1.22
37423,2.27
37424,-4.11
37425,5.54
37426,2.96
37427,2.84
37428,-0.46
37429,3.89
37430,0.68
37431,-5.25
37432,3.65
37433,2.9
37434,1.82
37435,2.87
37436,3.13
37437,1.95
37438,0.65
37439,1.3
37440,2.37
37441,-0.77
37442,2.96
37443,4.47
37444,4.19
37445,-2.97
37446,2.28
37447,5.15
37448,3.32
37449,0.16
37450,1.95
37451,2.45
37452,4.73
37453,1.03
37454,5.21
37455,3.36
37456,2.78
37457,-1.1
37458,4.7
37459,3.61
37460,2.11
37461,3.84
37462,2.96
37463,1.11
37464,0.22
37465,-1.57
37466,1.2
37467,1.03
37468,5.98
37469,1.08
37470,-3.2
37471,5.27
37472,5.33
37473,5.87
37474,3.28
37475,4.25
37476,-2.56
37477,2.22
37478,5.46
37479,-0.84
37480,1.99
37481,1.46
37482,-8.73
37483,-1.47
37484,1.32
37485,4.2
37486,0.32
37487,1.49
37488,0.34
37489,4.36
37490,1.17
37491,-0.5
37492,3.6
37493,-1.23
37494,0.11
37495,1.41
37496,3.91
37497,3.79
37498,2.74
37499,6.91
37500,4.13
37501,2.39
37502,3.42
37503,0.17
37504,1.8
37505,4.6
37506,4.57
37507,4.07
37508,2.2
37509,3.59
37510,2.56
37511,2.21
37512,2.45
37513,3.86
37514,3.49
37515,2.74
37516,3.37
37517,2.41
37518,3.74
37519,4.51
37520,10.16
37521,0.29
37522,1.32
37523,-4.66
37524,4.61
37525,2.55
37526,1.24
37527,-1.99
37528,3.78
37529,3.33
37530,2.52
37531,-0.7
37532,3.11
37533,4.92
37534,1.91
37535,4.55
37536,4.65
37537,2.7
37538,2.97
37539,4.77
37540,2.78
37541,3.19
37542,3.07
37543,4.31
37544,4.42
37545,3.55
37546,-2.86
37547,5.28
37548,3.39
37549,-0.15
37550,0.93
37551,-0.84
37552,4.68
37553,4.09
37554,2.99
37555,-0.11
37556,5.01
37557,1.17
37558,4.0
37559,-1.08
37560,1.84
37561,3.26
37562,3.88
37563,-2.34
37564,-1.11
37565,3.56
37566,-1.25
37567,-5.09
37568,5.88
37569,-2.84
37570,1.9
37571,-2.4
37572,1.56
37573,-4.98
37574,1.67
37575,-0.79
37576,0.8
37577,3.89
37578,-3.42
37579,3.05
37580,3.03
37581,-2.95
37582,3.68
37583,3.88
37584,4.69
37585,2.39
37586,5.3
37587,1.05
37588,7.84
37589,4.2
37590,-1.28
37591,0.71
37592,3.09
37593,4.91
37594,-2.63
37595,-1.33
37596,4.8
37597,1.43
37598,9.25
37599,-1.92
37600,2.42
37601,1.94
37602,0.69
37603,4.59
37604,3.64
37605,3.93
37606,2.83
37607,3.91
37608,4.45
37609,-2.8
37610,1.58
37611,3.56
37612,-4.22
37613,-0.26
37614,1.37
37615,-2.69
37616,-2.89
37617,2.51
37618,2.85
37619,-2.89
37620,1.69
37621,4.01
37622,0.31
37623,4.66
37624,0.14
37625,2.24
37626,-5.88
37627,4.14
37628,3.05
37629,3.35
37630,4.95
37631,3.94
37632,5.6
37633,2.53
37634,2.55
37635,2.97
37636,1.11
37637,3.17
37638,-2.18
37639,3.35
37640,0.56
37641,3.75
37642,-1.61
37643,-2.19
37644,2.92
37645,3.91
37646,-0.29
37647,4.4
37648,2.64
37649,1.64
37650,3.62
37651,2.95
37652,2.62
37653,-3.79
37654,0.59
37655,2.71
37656,-0.51
37657,3.12
37658,-1.74
37659,2.99
37660,4.41
37661,1.41
37662,4.01
37663,1.84
37664,5.35
37665,2.3
37666,2.93
37667,3.5
37668,2.99
37669,4.96
37670,3.66
37671,1.53
37672,2.79
37673,2.08
37674,3.9
37675,-2.56
37676,1.6
37677,3.8
37678,1.4
37679,0.14
37680,-1.44
37681,-1.4
37682,5.83
37683,3.99
37684,1.32
37685,3.23
37686,4.14
37687,4.05
37688,0.27
37689,0.65
37690,-1.33
37691,5.41
37692,6.13
37693,1.89
37694,3.36
37695,-0.79
37696,1.43
37697,0.14
37698,5.02
37699,2.03
37700,3.61
37701,4.07
37702,5.17
37703,5.3
37704,1.82
37705,2.1
37706,-4.27
37707,2.79
37708,4.99
37709,2.58
37710,2.37
37711,2.4
37712,4.44
37713,3.9
37714,0.29
37715,4.91
37716,2.47
37717,4.68
37718,3.21
37719,1.31
37720,3.41
37721,-0.56
37722,0.2
37723,2.88
37724,-0.32
37725,2.75
37726,-3.32
37727,5.17
37728,-5.79
37729,2.74
37730,2.51
37731,0.81
37732,5.23
37733,4.22
37734,3.72
37735,1.3
37736,4.11
37737,5.08
37738,-1.31
37739,4.18
37740,0.37
37741,1.02
37742,1.9
37743,0.44
37744,-1.57
37745,1.46
37746,1.77
37747,-1.25
37748,0.05
37749,-0.72
37750,1.33
37751,2.58
37752,9.76
37753,3.59
37754,7.26
37755,4.15
37756,1.73
37757,3.04
37758,1.03
37759,-0.53
37760,1.93
37761,-1.97
37762,-0.71
37763,2.58
37764,2.2
37765,3.12
37766,2.36
37767,3.98
37768,0.31
37769,-4.9
37770,-1.67
37771,3.55
37772,2.38
37773,4.25
37774,0.89
37775,4.99
37776,1.01
37777,1.37
37778,3.06
37779,-3.97
37780,5.05
37781,3.22
37782,-0.11
37783,2.9
37784,3.03
37785,0.38
37786,3.06
37787,0.78
37788,2.53
37789,2.45
37790,2.19
37791,3.47
37792,1.93
37793,4.57
37794,5.2
37795,3.12
37796,2.52
37797,3.13
37798,3.15
37799,3.15
37800,-5.9
37801,2.43
37802,-0.76
37803,-0.54
37804,2.89
37805,2.25
37806,5.12
37807,2.95
37808,4.89
37809,3.08
37810,1.06
37811,2.03
37812,2.75
37813,-1.37
37814,-3.87
37815,2.82
37816,2.8
37817,-2.27
37818,3.38
37819,4.26
37820,-0.41
37821,3.74
37822,-0.64
37823,-0.25
37824,3.19
37825,3.41
37826,3.59
37827,3.96
37828,-1.83
37829,5.97
37830,0.74
37831,2.32
37832,0.59
37833,-0.94
37834,1.69
37835,1.73
37836,4.99
37837,2.83
37838,5.11
37839,0.12
37840,4.31
37841,5.53
37842,5.57
37843,4.99
37844,4.02
37845,5.99
37846,3.4
37847,3.08
37848,-6.39
37849,-4.16
37850,4.75
37851,1.74
37852,2.48
37853,1.24
37854,2.0
37855,1.83
37856,4.54
37857,-0.34
37858,-1.98
37859,1.67
37860,4.01
37861,1.53
37862,5.35
37863,1.55
37864,-3.28
37865,-2.62
37866,2.99
37867,2.84
37868,3.16
37869,2.65
37870,2.45
37871,2.88
37872,3.97
37873,1.91
37874,4.29
37875,4.29
37876,2.88
37877,4.66
37878,3.24
37879,1.25
37880,4.46
37881,0.33
37882,-5.75
37883,3.38
37884,2.77
37885,5.01
37886,1.55
37887,1.63
37888,3.45
37889,5.22
37890,-4.31
37891,2.05
37892,4.58
37893,-3.56
37894,2.78
37895,4.69
37896,1.98
37897,3.22
37898,4.7
37899,4.5
37900,5.22
37901,5.14
37902,-7.22
37903,-5.46
37904,3.77
37905,3.51
37906,-0.64
37907,2.84
37908,4.79
37909,0.36
37910,3.5
37911,2.85
37912,0.4
37913,3.12
37914,2.7
37915,2.42
37916,-5.38
37917,3.73
37918,0.96
37919,1.54
37920,-3.26
37921,4.45
37922,-2.11
37923,0.52
37924,2.82
37925,-4.04
37926,4.05
37927,2.51
37928,4.25
37929,1.21
37930,5.02
37931,1.35
37932,3.51
37933,3.84
37934,5.55
37935,-3.32
37936,5.06
37937,1.67
37938,-0.97
37939,5.3
37940,9.48
37941,3.69
37942,2.8
37943,10.63
37944,0.17
37945,-3.27
37946,2.56
37947,4.83
37948,-2.66
37949,4.61
37950,-2.34
37951,4.91
37952,-2.12
37953,3.59
37954,1.68
37955,1.78
37956,-1.86
37957,3.83
37958,0.47
37959,-0.07
37960,0.47
37961,9.91
37962,4.35
37963,2.14
37964,1.94
37965,-0.68
37966,-0.33
37967,4.58
37968,1.44
37969,1.5
37970,3.16
37971,5.12
37972,-2.4
37973,2.29
37974,4.81
37975,1.79
37976,3.38
37977,3.31
37978,1.3
37979,1.4
37980,1.15
37981,0.7
37982,-0.88
37983,4.14
37984,3.29
37985,2.48
37986,-3.87
37987,0.86
37988,2.77
37989,4.89
37990,0.65
37991,3.5
37992,4.97
37993,1.99
37994,6.45
37995,3.5
37996,4.42
37997,0.51
37998,2.47
37999,1.4
38000,4.83
38001,-3.23
38002,3.45
38003,2.2
38004,2.28
38005,3.55
38006,-1.23
38007,2.8
38008,4.26
38009,3.12
38010,3.02
38011,0.02
38012,5.83
38013,0.28
38014,3.18
38015,-1.53
38016,3.58
38017,3.62
38018,-0.46
38019,-0.48
38020,3.05
38021,3.05
38022,2.25
38023,3.92
38024,1.9
38025,5.05
38026,2.53
38027,-5.19
38028,-0.46
38029,2.44
38030,4.94
38031,-0.48
38032,3.7
38033,3.84
38034,2.78
38035,6.1
38036,3.22
38037,2.77
38038,2.61
38039,2.51
38040,2.57
38041,2.37
38042,-6.38
38043,-0.92
38044,3.63
38045,2.66
38046,3.99
38047,3.33
38048,3.99
38049,4.07
38050,3.39
38051,4.92
38052,2.6
38053,-3.02
38054,0.83
38055,-0.18
38056,2.39
38057,0.57
38058,-6.18
38059,0.13
38060,-1.14
38061,3.73
38062,2.07
38063,1.64
38064,1.94
38065,-1.56
38066,5.05
38067,3.33
38068,5.06
38069,-0.92
38070,3.19
38071,4.1
38072,1.9
38073,4.63
38074,-0.12
38075,1.3
38076,0.19
38077,1.63
38078,4.86
38079,2.28
38080,-7.93
38081,1.21
38082,-1.3
38083,4.8
38084,0.18
38085,0.42
38086,4.33
38087,-1.55
38088,3.12
38089,-4.96
38090,2.26
38091,2.93
38092,0.55
38093,4.38
38094,-0.41
38095,3.36
38096,0.71
38097,3.9
38098,4.92
38099,4.25
38100,4.73
38101,3.29
38102,2.21
38103,2.71
38104,3.99
38105,1.23
38106,2.56
38107,4.56
38108,1.19
38109,3.22
38110,1.85
38111,2.97
38112,3.43
38113,0.71
38114,4.71
38115,-0.5
38116,4.24
38117,3.61
38118,4.75
38119,-0.37
38120,2.73
38121,-7.27
38122,3.99
38123,4.6
38124,-1.7
38125,5.55
38126,1.71
38127,3.48
38128,3.14
38129,-0.65
38130,2.2
38131,0.4
38132,1.67
38133,-2.58
38134,3.06
38135,-4.95
38136,6.49
38137,4.67
38138,5.68
38139,-1.07
38140,3.52
38141,2.76
38142,-2.76
38143,5.3
38144,-0.36
38145,4.53
38146,5.57
38147,3.0
38148,1.89
38149,5.34
38150,3.51
38151,7.79
38152,1.84
38153,4.73
38154,3.39
38155,3.23
38156,1.96
38157,3.73
38158,4.09
38159,0.73
38160,1.7
38161,-2.33
38162,4.5
38163,4.69
38164,-4.37
38165,5.57
38166,4.29
38167,2.05
38168,0.58
38169,2.78
38170,2.55
38171,-3.09
38172,5.21
38173,4.57
38174,3.62
38175,6.18
38176,-2.12
38177,0.2
38178,-2.34
38179,0.99
38180,3.08
38181,2.53
38182,3.13
38183,-0.15
38184,0.84
38185,-1.19
38186,2.62
38187,1.96
38188,5.87
38189,4.52
38190,4.99
38191,5.75
38192,1.89
38193,4.73
38194,1.54
38195,5.65
38196,2.01
38197,-0.2
38198,5.08
38199,0.86
38200,-4.73
38201,1.59
38202,3.02
38203,2.0
38204,4.05
38205,3.16
38206,2.18
38207,0.27
38208,2.75
38209,4.47
38210,-2.75
38211,5.49
38212,4.6
38213,3.56
38214,3.79
38215,0.94
38216,4.57
38217,2.46
38218,-4.55
38219,1.83
38220,3.53
38221,1.42
38222,2.92
38223,4.89
38224,3.39
38225,-1.3
38226,4.05
38227,3.61
38228,2.47
38229,4.39
38230,5.29
38231,4.62
38232,2.74
38233,4.37
38234,-0.27
38235,-3.8
38236,1.05
38237,3.74
38238,0.28
38239,-1.39
38240,4.64
38241,-1.47
38242,4.44
38243,3.47
38244,4.31
38245,3.39
38246,1.58
38247,2.54
38248,2.86
38249,3.65
38250,3.76
38251,-7.21
38252,2.74
38253,4.45
38254,1.62
38255,-4.22
38256,2.15
38257,2.83
38258,3.09
38259,1.59
38260,2.12
38261,1.94
38262,0.36
38263,-1.7
38264,4.14
38265,5.12
38266,-1.0
38267,1.51
38268,5.9
38269,-6.21
38270,1.44
38271,3.94
38272,3.4
38273,2.18
38274,5.49
38275,2.51
38276,1.6
38277,-1.37
38278,3.04
38279,0.74
38280,3.11
38281,-2.37
38282,3.74
38283,1.31
38284,0.74
38285,3.66
38286,4.3
38287,2.21
38288,5.44
38289,-2.69
38290,0.98
38291,4.62
38292,-4.08
38293,3.38
38294,2.46
38295,2.96
38296,3.39
38297,5.28
38298,3.58
38299,4.87
38300,0.77
38301,5.06
38302,3.24
38303,3.49
38304,5.5
38305,-1.57
38306,2.27
38307,3.71
38308,3.62
38309,-0.06
38310,1.07
38311,-5.15
38312,1.62
38313,1.58
38314,-4.43
38315,-3.33
38316,3.89
38317,1.66
38318,1.57
38319,1.33
38320,4.73
38321,-1.85
38322,3.87
38323,0.32
38324,-2.91
38325,1.41
38326,4.31
38327,4.11
38328,2.58
38329,-2.09
38330,3.41
38331,-0.97
38332,2.88
38333,1.78
38334,1.78
38335,1.54
38336,3.52
38337,-0.98
38338,2.88
38339,-0.69
38340,1.49
38341,0.9
38342,3.13
38343,-1.15
38344,-2.19
38345,5.16
38346,3.72
38347,-6.38
38348,1.59
38349,2.71
38350,3.14
38351,0.78
38352,2.85
38353,-1.42
38354,4.37
38355,3.33
38356,5.13
38357,3.64
38358,3.25
38359,-1.88
38360,3.22
38361,1.56
38362,4.94
38363,2.01
38364,4.31
38365,-0.97
38366,5.03
38367,3.7
38368,-1.85
38369,2.54
38370,4.4
38371,2.1
38372,2.63
38373,1.51
38374,2.88
38375,0.03
38376,3.32
38377,4.11
38378,0.04
38379,0.21
38380,5.08
38381,2.76
38382,2.64
38383,-1.2
38384,-0.72
38385,-5.52
38386,1.81
38387,1.66
38388,-1.85
38389,3.78
38390,4.5
38391,4.65
38392,0.03
38393,0.24
38394,2.45
38395,1.99
38396,5.92
38397,0.6
38398,1.96
38399,-1.38
38400,1.67
38401,-0.7
38402,4.09
38403,-2.45
38404,1.4
38405,-3.47
38406,8.33
38407,2.8
38408,4.9
38409,1.91
38410,6.07
38411,2.61
38412,-0.64
38413,1.76
38414,-0.72
38415,0.35
38416,3.33
38417,2.32
38418,2.69
38419,0.55
38420,4.34
38421,3.74
38422,1.82
38423,1.23
38424,0.13
38425,4.43
38426,-0.33
38427,3.34
38428,4.92
38429,4.75
38430,4.24
38431,-7.9
38432,2.56
38433,3.68
38434,-1.02
38435,2.52
38436,4.4
38437,2.25
38438,3.36
38439,-2.55
38440,2.99
38441,2.41
38442,4.37
38443,3.32
38444,-1.22
38445,-1.18
38446,-1.72
38447,-0.92
38448,2.27
38449,1.32
38450,3.83
38451,3.88
38452,1.88
38453,5.4
38454,3.75
38455,5.66
38456,3.54
38457,2.47
38458,5.34
38459,5.15
38460,1.52
38461,2.51
38462,3.81
38463,3.77
38464,1.22
38465,1.69
38466,0.11
38467,5.7
38468,2.3
38469,4.68
38470,0.52
38471,6.0
38472,2.54
38473,3.69
38474,0.93
38475,2.1
38476,-0.2
38477,3.22
38478,1.44
38479,3.47
38480,0.43
38481,2.81
38482,-0.7
38483,3.53
38484,2.9
38485,1.65
38486,5.75
38487,-2.45
38488,-3.62
38489,3.14
38490,3.78
38491,2.58
38492,4.36
38493,4.46
38494,2.42
38495,4.08
38496,-4.55
38497,-3.28
38498,5.39
38499,3.16
38500,-1.91
38501,4.9
38502,4.78
38503,1.17
38504,-2.92
38505,-0.59
38506,2.31
38507,-3.49
38508,6.11
38509,2.84
38510,1.86
38511,1.76
38512,3.14
38513,0.6
38514,0.71
38515,4.54
38516,3.75
38517,2.53
38518,-0.74
38519,2.98
38520,1.19
38521,-0.55
38522,4.19
38523,11.13
38524,-0.78
38525,-2.51
38526,4.32
38527,0.72
38528,3.76
38529,1.86
38530,-0.02
38531,5.31
38532,-0.24
38533,-0.94
38534,1.36
38535,3.68
38536,-0.47
38537,5.4
38538,-2.5
38539,3.96
38540,1.22
38541,2.82
38542,3.8
38543,4.04
38544,1.83
38545,-1.55
38546,-0.76
38547,4.82
38548,-4.2
38549,0.82
38550,-0.65
38551,4.9
38552,3.51
38553,2.49
38554,-3.2
38555,-4.5
38556,1.98
38557,1.16
38558,-0.31
38559,5.19
38560,3.13
38561,2.83
38562,-1.67
38563,3.65
38564,1.63
38565,-1.58
38566,4.02
38567,2.08
38568,1.08
38569,3.0
38570,2.36
38571,3.62
38572,4.98
38573,4.23
38574,1.85
38575,2.13
38576,-1.26
38577,2.57
38578,5.4
38579,4.62
38580,-4.24
38581,3.07
38582,2.55
38583,-3.89
38584,-0.66
38585,0.28
38586,0.77
38587,-3.21
38588,2.14
38589,-1.38
38590,2.2
38591,4.31
38592,1.97
38593,4.45
38594,-0.58
38595,-1.9
38596,5.24
38597,1.58
38598,4.79
38599,4.3
38600,2.8
38601,1.09
38602,4.64
38603,1.49
38604,-1.89
38605,-1.94
38606,3.86
38607,1.71
38608,3.48
38609,3.04
38610,4.52
38611,1.27
38612,1.74
38613,-1.25
38614,4.15
38615,2.28
38616,-6.11
38617,0.23
38618,5.34
38619,3.37
38620,6.51
38621,1.61
38622,4.62
38623,2.4
38624,3.57
38625,-0.77
38626,2.17
38627,6.54
38628,2.19
38629,4.81
38630,0.6
38631,-1.56
38632,4.48
38633,2.72
38634,4.25
38635,1.68
38636,0.78
38637,-3.97
38638,1.67
38639,-2.31
38640,2.27
38641,-0.34
38642,2.29
38643,0.34
38644,0.73
38645,2.67
38646,1.36
38647,2.85
38648,3.51
38649,3.28
38650,3.47
38651,-3.88
38652,3.84
38653,1.6
38654,-5.85
38655,5.0
38656,4.85
38657,-3.71
38658,-4.21
38659,-1.15
38660,-0.42
38661,2.83
38662,4.36
38663,4.48
38664,1.18
38665,-1.77
38666,10.47
